Date,Open,High,Low,Close,Adj Close,Volume
27-12-2017,170.10,170.78,169.71,170.60,169.91,21498200
28-12-2017,171.00,171.85,170.48,171.08,170.39,16480200
29-12-2017,170.52,170.59,169.22,169.23,168.54,25999900
02-01-2018,170.16,172.30,169.26,172.26,171.56,25555900
03-01-2018,172.53,174.55,171.96,172.23,171.53,29517900
04-01-2018,172.54,173.47,172.08,173.03,172.33,22434600
05-01-2018,173.44,175.37,173.05,175.00,174.29,23660000
08-01-2018,174.35,175.61,173.93,174.35,173.64,20567800
09-01-2018,174.55,175.06,173.41,174.33,173.62,21584000
10-01-2018,173.16,174.30,173.00,174.29,173.58,23959900
11-01-2018,174.59,175.49,174.49,175.28,174.57,18667700
12-01-2018,176.18,177.36,175.65,177.09,176.37,25418100
16-01-2018,177.90,179.39,176.14,176.19,175.47,29565900
17-01-2018,176.15,179.25,175.07,179.10,178.37,34386800
18-01-2018,179.37,180.10,178.25,179.26,178.53,31193400
19-01-2018,178.61,179.58,177.41,178.46,177.74,32425100
22-01-2018,177.30,177.78,176.60,177.00,176.28,27108600
23-01-2018,177.30,179.44,176.82,177.04,176.32,32689100
24-01-2018,177.25,177.30,173.20,174.22,173.51,51105100
25-01-2018,174.51,174.95,170.53,171.11,170.42,41529000
26-01-2018,172.00,172.00,170.06,171.51,170.81,39143000
29-01-2018,170.16,170.16,167.07,167.96,167.28,50640400
30-01-2018,165.53,167.37,164.70,166.97,166.29,46048200
31-01-2018,166.87,168.44,166.50,167.43,166.75,32478900
01-02-2018,167.17,168.62,166.76,167.78,167.10,47230800
02-02-2018,166.00,166.80,160.10,160.50,159.85,86593800
05-02-2018,159.10,163.88,156.00,156.49,155.85,72738500
06-02-2018,154.83,163.72,154.00,163.03,162.37,68243800
07-02-2018,163.09,163.40,159.07,159.54,158.89,51608600
08-02-2018,160.29,161.00,155.03,155.15,154.52,54390500
09-02-2018,157.07,157.89,150.24,156.41,156.41,70672600
12-02-2018,158.50,163.89,157.51,162.71,162.71,60819500
13-02-2018,161.95,164.75,161.65,164.34,164.34,32549200
14-02-2018,163.04,167.54,162.88,167.37,167.37,40644900
15-02-2018,169.79,173.09,169.00,172.99,172.99,51147200
16-02-2018,172.36,174.82,171.77,172.43,172.43,40176100
20-02-2018,172.05,174.26,171.42,171.85,171.85,33930500
21-02-2018,172.83,174.12,171.01,171.07,171.07,37471600
22-02-2018,171.80,173.95,171.71,172.50,172.50,30991900
23-02-2018,173.67,175.65,173.54,175.50,175.50,33812400
26-02-2018,176.35,179.39,176.21,178.97,178.97,38162200
27-02-2018,179.10,180.48,178.16,178.39,178.39,38928100
28-02-2018,179.26,180.62,178.05,178.12,178.12,37782100
01-03-2018,178.54,179.78,172.66,175.00,175.00,48802000
02-03-2018,172.80,176.30,172.45,176.21,176.21,38454000
05-03-2018,175.21,177.74,174.52,176.82,176.82,28401400
06-03-2018,177.91,178.25,176.13,176.67,176.67,23788500
07-03-2018,174.94,175.85,174.27,175.03,175.03,31703500
08-03-2018,175.48,177.12,175.07,176.94,176.94,23774100
09-03-2018,177.96,180.00,177.39,179.98,179.98,32185200
12-03-2018,180.29,182.39,180.21,181.72,181.72,32207100
13-03-2018,182.59,183.50,179.24,179.97,179.97,31693500
14-03-2018,180.32,180.52,177.81,178.44,178.44,29368400
15-03-2018,178.50,180.24,178.07,178.65,178.65,22743800
16-03-2018,178.65,179.12,177.62,178.02,178.02,39404700
19-03-2018,177.32,177.47,173.66,175.30,175.30,33446800
20-03-2018,175.24,176.80,174.94,175.24,175.24,19649400
21-03-2018,175.04,175.09,171.26,171.27,171.27,36338100
22-03-2018,170.00,172.68,168.93,170.07,170.07,33620523
